Code commune;Libellé commune;Libellé région;Libellé typologie;Population municipale 2016
16253;Paizay-Naudouin-Embourie;Nouvelle-Aquitaine;Communes très peu denses;375
16254;Palluaud;Nouvelle-Aquitaine;Communes très peu denses;231
16255;Parzac;Nouvelle-Aquitaine;Communes très peu denses;138
16256;Passirac;Nouvelle-Aquitaine;Communes très peu denses;239
16258;Pérignac;Nouvelle-Aquitaine;Communes très peu denses;464
16260;Pillac;Nouvelle-Aquitaine;Communes très peu denses;267
16261;Les Pins;Nouvelle-Aquitaine;Communes peu denses;464
16263;Plassac-Rouffiac;Nouvelle-Aquitaine;Communes très peu denses;402
16264;Pleuville;Nouvelle-Aquitaine;Communes très peu denses;352
16267;Poullignac;Nouvelle-Aquitaine;Communes très peu denses;86
16268;Poursac;Nouvelle-Aquitaine;Communes très peu denses;198
16269;Pranzac;Nouvelle-Aquitaine;Communes peu denses;908
16270;Pressignac;Nouvelle-Aquitaine;Communes très peu denses;364
16271;Puymoyen;Nouvelle-Aquitaine;Communes de densité intermédiaire;2 388
16272;Puyréaux;Nouvelle-Aquitaine;Communes peu denses;529
16273;Raix;Nouvelle-Aquitaine;Communes très peu denses;149
16275;Ranville-Breuillaud;Nouvelle-Aquitaine;Communes très peu denses;181
16276;Reignac;Nouvelle-Aquitaine;Communes peu denses;733
16277;Réparsac;Nouvelle-Aquitaine;Communes peu denses;615
16279;Rioux-Martin;Nouvelle-Aquitaine;Communes très peu denses;237
16280;Rivières;Nouvelle-Aquitaine;Communes peu denses;1 999
16281;La Rochefoucauld-en-Angoumois;Nouvelle-Aquitaine;Communes peu denses;4 003
16282;La Rochette;Nouvelle-Aquitaine;Communes peu denses;532
16283;Ronsenac;Nouvelle-Aquitaine;Communes très peu denses;572
16284;Rouffiac;Nouvelle-Aquitaine;Communes très peu denses;124
16285;Rougnac;Nouvelle-Aquitaine;Communes très peu denses;407
16286;Rouillac;Nouvelle-Aquitaine;Communes peu denses;2 984
16287;Roullet-Saint-Estèphe;Nouvelle-Aquitaine;Communes peu denses;4 257
16289;Roussines;Nouvelle-Aquitaine;Communes très peu denses;275
16290;Rouzède;Nouvelle-Aquitaine;Communes très peu denses;238
16291;Ruelle-sur-Touvre;Nouvelle-Aquitaine;Communes de densité intermédiaire;7 215
16292;Ruffec;Nouvelle-Aquitaine;Communes peu denses;3 442
16293;Saint-Adjutory;Nouvelle-Aquitaine;Communes très peu denses;475
16295;Saint-Amant-de-Boixe;Nouvelle-Aquitaine;Communes peu denses;1 393
16297;Graves-Saint-Amant;Nouvelle-Aquitaine;Communes peu denses;342
16298;Saint-Amant-de-Nouère;Nouvelle-Aquitaine;Communes très peu denses;403
16300;Val-de-Bonnieure;Nouvelle-Aquitaine;Communes peu denses;1 311
16301;Saint-Aulais-la-Chapelle;Nouvelle-Aquitaine;Communes très peu denses;235
16302;Saint-Avit;Nouvelle-Aquitaine;Communes peu denses;206
16303;Saint-Bonnet;Nouvelle-Aquitaine;Communes très peu denses;402
16304;Saint-Brice;Nouvelle-Aquitaine;Communes peu denses;966
16306;Saint-Christophe;Nouvelle-Aquitaine;Communes très peu denses;345
16307;Saint-Ciers-sur-Bonnieure;Nouvelle-Aquitaine;Communes très peu denses;335
16308;Saint-Claud;Nouvelle-Aquitaine;Communes peu denses;1 057
16310;Saint-Coutant;Nouvelle-Aquitaine;Communes très peu denses;222
16312;Saint-Cybardeaux;Nouvelle-Aquitaine;Communes peu denses;835
16315;Saint-Félix;Nouvelle-Aquitaine;Communes très peu denses;113
16316;Saint-Fort-sur-le-Né;Nouvelle-Aquitaine;Communes peu denses;365
16317;Saint-Fraigne;Nouvelle-Aquitaine;Communes très peu denses;447
16318;Saint-Front;Nouvelle-Aquitaine;Communes très peu denses;367
16320;Saint-Genis-d'Hiersac;Nouvelle-Aquitaine;Communes peu denses;912
16321;Saint-Georges;Nouvelle-Aquitaine;Communes très peu denses;57
16323;Saint-Germain-de-Montbron;Nouvelle-Aquitaine;Communes peu denses;491
16325;Saint-Gourson;Nouvelle-Aquitaine;Communes très peu denses;139
16326;Saint-Groux;Nouvelle-Aquitaine;Communes peu denses;139
16329;Saint-Laurent-de-Céris;Nouvelle-Aquitaine;Communes peu denses;775
16330;Saint-Laurent-de-Cognac;Nouvelle-Aquitaine;Communes peu denses;832
16331;Saint-Laurent-des-Combes;Nouvelle-Aquitaine;Communes très peu denses;93
16334;Saint-Martial;Nouvelle-Aquitaine;Communes très peu denses;134
16335;Saint-Martin-du-Clocher;Nouvelle-Aquitaine;Communes peu denses;124
16336;Saint-Mary;Nouvelle-Aquitaine;Communes peu denses;350
16337;Saint-Maurice-des-Lions;Nouvelle-Aquitaine;Communes peu denses;882
16338;Saint-Médard;Nouvelle-Aquitaine;Communes très peu denses;322
16339;Val-d'Auge;Nouvelle-Aquitaine;Communes très peu denses;821
16340;Saint-Même-les-Carrières;Nouvelle-Aquitaine;Communes peu denses;1 082
16341;Saint-Michel;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 234
16342;Saint-Palais-du-Né;Nouvelle-Aquitaine;Communes peu denses;285
16343;Saint-Preuil;Nouvelle-Aquitaine;Communes très peu denses;288
16345;Saint-Quentin-sur-Charente;Nouvelle-Aquitaine;Communes très peu denses;211
16346;Saint-Quentin-de-Chalais;Nouvelle-Aquitaine;Communes peu denses;261
16347;Saint-Romain;Nouvelle-Aquitaine;Communes peu denses;545
16348;Saint-Saturnin;Nouvelle-Aquitaine;Communes peu denses;1 286
16349;Sainte-Sévère;Nouvelle-Aquitaine;Communes peu denses;531
16350;Saint-Séverin;Nouvelle-Aquitaine;Communes peu denses;753
16351;Saint-Simeux;Nouvelle-Aquitaine;Communes peu denses;610
16352;Saint-Simon;Nouvelle-Aquitaine;Communes peu denses;202
16353;Saint-Sornin;Nouvelle-Aquitaine;Communes peu denses;808
16354;Sainte-Souline;Nouvelle-Aquitaine;Communes très peu denses;114
16355;Saint-Sulpice-de-Cognac;Nouvelle-Aquitaine;Communes peu denses;1 221
16356;Saint-Sulpice-de-Ruffec;Nouvelle-Aquitaine;Communes très peu denses;31
16357;Saint-Vallier;Nouvelle-Aquitaine;Communes très peu denses;137
16358;Saint-Yrieix-sur-Charente;Nouvelle-Aquitaine;Communes de densité intermédiaire;7 243
16359;Salles-d'Angles;Nouvelle-Aquitaine;Communes peu denses;1 035
16360;Salles-de-Barbezieux;Nouvelle-Aquitaine;Communes peu denses;455
16361;Salles-de-Villefagnan;Nouvelle-Aquitaine;Communes très peu denses;329
16362;Salles-Lavalette;Nouvelle-Aquitaine;Communes très peu denses;365
16363;Saulgond;Nouvelle-Aquitaine;Communes très peu denses;515
16364;Sauvagnac;Nouvelle-Aquitaine;Communes très peu denses;61
16365;Sauvignac;Nouvelle-Aquitaine;Communes très peu denses;104
16366;Segonzac;Nouvelle-Aquitaine;Communes peu denses;2 105
16368;Sers;Nouvelle-Aquitaine;Communes peu denses;862
16369;Sigogne;Nouvelle-Aquitaine;Communes peu denses;998
16370;Sireuil;Nouvelle-Aquitaine;Communes peu denses;1 158
16372;Souffrignac;Nouvelle-Aquitaine;Communes très peu denses;134
16373;Souvigné;Nouvelle-Aquitaine;Communes très peu denses;214
16374;Soyaux;Nouvelle-Aquitaine;Communes de densité intermédiaire;9 356
16375;Suaux;Nouvelle-Aquitaine;Communes peu denses;401
16377;La Tâche;Nouvelle-Aquitaine;Communes très peu denses;113
16378;Taizé-Aizie;Nouvelle-Aquitaine;Communes peu denses;583
16379;Taponnat-Fleurignac;Nouvelle-Aquitaine;Communes peu denses;1 523
16380;Le Tâtre;Nouvelle-Aquitaine;Communes peu denses;395
16381;Theil-Rabier;Nouvelle-Aquitaine;Communes très peu denses;174
16382;Torsac;Nouvelle-Aquitaine;Communes très peu denses;768
16383;Tourriers;Nouvelle-Aquitaine;Communes peu denses;758
16384;Touvérac;Nouvelle-Aquitaine;Communes peu denses;656
16385;Touvre;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 218
16387;Triac-Lautrait;Nouvelle-Aquitaine;Communes peu denses;452
16388;Trois-Palis;Nouvelle-Aquitaine;Communes peu denses;953
16389;Turgon;Nouvelle-Aquitaine;Communes très peu denses;86
16390;Tusson;Nouvelle-Aquitaine;Communes très peu denses;222
16392;Valence;Nouvelle-Aquitaine;Communes très peu denses;208
16393;Vars;Nouvelle-Aquitaine;Communes peu denses;2 067
16394;Vaux-Lavalette;Nouvelle-Aquitaine;Communes très peu denses;99
16395;Vaux-Rouillac;Nouvelle-Aquitaine;Communes très peu denses;298
16396;Ventouse;Nouvelle-Aquitaine;Communes très peu denses;128
16397;Verdille;Nouvelle-Aquitaine;Communes très peu denses;340
16398;Verneuil;Nouvelle-Aquitaine;Communes très peu denses;98
16399;Verrières;Nouvelle-Aquitaine;Communes peu denses;349
16400;Verteuil-sur-Charente;Nouvelle-Aquitaine;Communes peu denses;650
16401;Vervant;Nouvelle-Aquitaine;Communes très peu denses;147
16402;Vibrac;Nouvelle-Aquitaine;Communes peu denses;293
16403;Le Vieux-Cérier;Nouvelle-Aquitaine;Communes très peu denses;133
16404;Vieux-Ruffec;Nouvelle-Aquitaine;Communes très peu denses;106
16405;Vignolles;Nouvelle-Aquitaine;Communes peu denses;179
16406;Moulins-sur-Tardoire;Nouvelle-Aquitaine;Communes peu denses;776
16408;Villebois-Lavalette;Nouvelle-Aquitaine;Communes peu denses;757
16409;Villefagnan;Nouvelle-Aquitaine;Communes peu denses;1 009
16412;Villejoubert;Nouvelle-Aquitaine;Communes peu denses;333
16413;Villiers-le-Roux;Nouvelle-Aquitaine;Communes très peu denses;137
16414;Villognon;Nouvelle-Aquitaine;Communes très peu denses;324
16415;Vindelle;Nouvelle-Aquitaine;Communes peu denses;1 064
16416;Vitrac-Saint-Vincent;Nouvelle-Aquitaine;Communes très peu denses;517
16418;Voeuil-et-Giget;Nouvelle-Aquitaine;Communes peu denses;1 490
16419;Vouharte;Nouvelle-Aquitaine;Communes très peu denses;327
16420;Voulgézac;Nouvelle-Aquitaine;Communes peu denses;251
16421;Vouthon;Nouvelle-Aquitaine;Communes peu denses;427
16422;Vouzan;Nouvelle-Aquitaine;Communes peu denses;772
16423;Xambes;Nouvelle-Aquitaine;Communes peu denses;312
16424;Yviers;Nouvelle-Aquitaine;Communes peu denses;511
16425;Yvrac-et-Malleyrand;Nouvelle-Aquitaine;Communes peu denses;539
17002;Agudelle;Nouvelle-Aquitaine;Communes très peu denses;134
17003;Aigrefeuille-d'Aunis;Nouvelle-Aquitaine;Communes peu denses;3 958
17004;Île-d'Aix;Nouvelle-Aquitaine;Communes très peu denses;236
17005;Allas-Bocage;Nouvelle-Aquitaine;Communes très peu denses;196
17006;Allas-Champagne;Nouvelle-Aquitaine;Communes peu denses;275
17007;Anais;Nouvelle-Aquitaine;Communes très peu denses;323
17008;Andilly;Nouvelle-Aquitaine;Communes peu denses;2 217
17009;Angliers;Nouvelle-Aquitaine;Communes peu denses;1 029
17010;Angoulins;Nouvelle-Aquitaine;Communes peu denses;3 880
17011;Annepont;Nouvelle-Aquitaine;Communes peu denses;369
17012;Annezay;Nouvelle-Aquitaine;Communes très peu denses;167
17013;Antezant-la-Chapelle;Nouvelle-Aquitaine;Communes très peu denses;351
17015;Arces;Nouvelle-Aquitaine;Communes peu denses;746
17016;Archiac;Nouvelle-Aquitaine;Communes peu denses;770
17017;Archingeay;Nouvelle-Aquitaine;Communes peu denses;673
17018;Ardillières;Nouvelle-Aquitaine;Communes peu denses;846
17019;Ars-en-Ré;Nouvelle-Aquitaine;Communes peu denses;1 312
17020;Arthenac;Nouvelle-Aquitaine;Communes peu denses;342
17021;Arvert;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 412
17022;Asnières-la-Giraud;Nouvelle-Aquitaine;Communes peu denses;1 041
17023;Aujac;Nouvelle-Aquitaine;Communes peu denses;359
17024;Aulnay;Nouvelle-Aquitaine;Communes peu denses;1 394
17025;Aumagne;Nouvelle-Aquitaine;Communes très peu denses;710
17026;Authon-Ébéon;Nouvelle-Aquitaine;Communes peu denses;399
17027;Avy;Nouvelle-Aquitaine;Communes peu denses;477
17028;Aytré;Nouvelle-Aquitaine;Communes densément peuplées;8 706
17029;Bagnizeau;Nouvelle-Aquitaine;Communes peu denses;201
17030;Balanzac;Nouvelle-Aquitaine;Communes peu denses;548
17031;Ballans;Nouvelle-Aquitaine;Communes peu denses;198
17032;Ballon;Nouvelle-Aquitaine;Communes peu denses;793
17033;La Barde;Nouvelle-Aquitaine;Communes peu denses;498
17034;Barzan;Nouvelle-Aquitaine;Communes peu denses;471
17035;Bazauges;Nouvelle-Aquitaine;Communes très peu denses;121
17036;Beaugeay;Nouvelle-Aquitaine;Communes peu denses;769
17037;Beauvais-sur-Matha;Nouvelle-Aquitaine;Communes peu denses;629
17038;Bedenac;Nouvelle-Aquitaine;Communes très peu denses;683
17039;Belluire;Nouvelle-Aquitaine;Communes peu denses;211
17041;Benon;Nouvelle-Aquitaine;Communes peu denses;1 599
17042;Bercloux;Nouvelle-Aquitaine;Communes peu denses;443
17043;Bernay-Saint-Martin;Nouvelle-Aquitaine;Communes très peu denses;775
17044;Berneuil;Nouvelle-Aquitaine;Communes peu denses;1 144
17045;Beurlay;Nouvelle-Aquitaine;Communes peu denses;1 032
17046;Bignay;Nouvelle-Aquitaine;Communes très peu denses;413
17047;Biron;Nouvelle-Aquitaine;Communes très peu denses;226
17048;Blanzac-lès-Matha;Nouvelle-Aquitaine;Communes très peu denses;336
17049;Blanzay-sur-Boutonne;Nouvelle-Aquitaine;Communes très peu denses;86
17050;Bois;Nouvelle-Aquitaine;Communes peu denses;550
17051;Le Bois-Plage-en-Ré;Nouvelle-Aquitaine;Communes peu denses;2 283
17052;Boisredon;Nouvelle-Aquitaine;Communes peu denses;703
17053;Bords;Nouvelle-Aquitaine;Communes peu denses;1 360
17054;Boresse-et-Martron;Nouvelle-Aquitaine;Communes très peu denses;215
17055;Boscamnant;Nouvelle-Aquitaine;Communes très peu denses;385
17056;Bougneau;Nouvelle-Aquitaine;Communes peu denses;609
17057;Bouhet;Nouvelle-Aquitaine;Communes peu denses;894
17058;Bourcefranc-le-Chapus;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 447
17059;Bourgneuf;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 216
17060;Boutenac-Touvent;Nouvelle-Aquitaine;Communes peu denses;223
17061;Bran;Nouvelle-Aquitaine;Communes très peu denses;126
17062;Bresdon;Nouvelle-Aquitaine;Communes très peu denses;224
17063;Breuil-la-Réorte;Nouvelle-Aquitaine;Communes très peu denses;456
17064;Breuillet;Nouvelle-Aquitaine;Communes peu denses;2 847
17065;Breuil-Magné;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 657
17066;Brie-sous-Archiac;Nouvelle-Aquitaine;Communes très peu denses;240
17067;Brie-sous-Matha;Nouvelle-Aquitaine;Communes très peu denses;183
17068;Brie-sous-Mortagne;Nouvelle-Aquitaine;Communes peu denses;234
17069;Brives-sur-Charente;Nouvelle-Aquitaine;Communes peu denses;241
17070;Brizambourg;Nouvelle-Aquitaine;Communes peu denses;888
17071;La Brousse;Nouvelle-Aquitaine;Communes très peu denses;509
17072;Burie;Nouvelle-Aquitaine;Communes peu denses;1 272
17073;Bussac-sur-Charente;Nouvelle-Aquitaine;Communes peu denses;1 276
17074;Bussac-Forêt;Nouvelle-Aquitaine;Communes peu denses;1 023
17075;Cabariot;Nouvelle-Aquitaine;Communes peu denses;1 324
17076;Celles;Nouvelle-Aquitaine;Communes peu denses;326
17077;Cercoux;Nouvelle-Aquitaine;Communes peu denses;1 177
17078;Chadenac;Nouvelle-Aquitaine;Communes peu denses;489
17079;Chaillevette;Nouvelle-Aquitaine;Communes peu denses;1 542
17080;Chambon;Nouvelle-Aquitaine;Communes peu denses;911
17081;Chamouillac;Nouvelle-Aquitaine;Communes peu denses;375
17082;Champagnac;Nouvelle-Aquitaine;Communes peu denses;525
17083;Champagne;Nouvelle-Aquitaine;Communes peu denses;608
17084;Champagnolles;Nouvelle-Aquitaine;Communes peu denses;634
17085;Champdolent;Nouvelle-Aquitaine;Communes peu denses;399
17086;Chaniers;Nouvelle-Aquitaine;Communes peu denses;3 589
17087;Chantemerle-sur-la-Soie;Nouvelle-Aquitaine;Communes très peu denses;175
17089;La Chapelle-des-Pots;Nouvelle-Aquitaine;Communes peu denses;993
17091;Charron;Nouvelle-Aquitaine;Communes peu denses;1 981
17092;Chartuzac;Nouvelle-Aquitaine;Communes peu denses;156
17093;Le Château-d'Oléron;Nouvelle-Aquitaine;Communes peu denses;4 174
17094;Châtelaillon-Plage;Nouvelle-Aquitaine;Communes de densité intermédiaire;5 923
17095;Chatenet;Nouvelle-Aquitaine;Communes peu denses;228
17096;Chaunac;Nouvelle-Aquitaine;Communes très peu denses;85
17097;Le Chay;Nouvelle-Aquitaine;Communes peu denses;765
17098;Chenac-Saint-Seurin-d'Uzet;Nouvelle-Aquitaine;Communes peu denses;588
17099;Chepniers;Nouvelle-Aquitaine;Communes peu denses;653
17100;Chérac;Nouvelle-Aquitaine;Communes peu denses;1 094
17101;Cherbonnières;Nouvelle-Aquitaine;Communes très peu denses;347
17102;Chermignac;Nouvelle-Aquitaine;Communes peu denses;1 251
17104;Chevanceaux;Nouvelle-Aquitaine;Communes peu denses;1 015
17105;Chives;Nouvelle-Aquitaine;Communes très peu denses;338
17106;Cierzac;Nouvelle-Aquitaine;Communes peu denses;300
17107;Ciré-d'Aunis;Nouvelle-Aquitaine;Communes peu denses;1 335
17108;Clam;Nouvelle-Aquitaine;Communes peu denses;424
17109;Clavette;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 357
17110;Clérac;Nouvelle-Aquitaine;Communes peu denses;984
17111;Clion;Nouvelle-Aquitaine;Communes peu denses;813
17112;La Clisse;Nouvelle-Aquitaine;Communes peu denses;671
17113;La Clotte;Nouvelle-Aquitaine;Communes peu denses;704
17114;Coivert;Nouvelle-Aquitaine;Communes très peu denses;212
17115;Colombiers;Nouvelle-Aquitaine;Communes peu denses;315
17116;Consac;Nouvelle-Aquitaine;Communes très peu denses;214
17117;Contré;Nouvelle-Aquitaine;Communes très peu denses;142
17118;Corignac;Nouvelle-Aquitaine;Communes peu denses;368
17119;Corme-Écluse;Nouvelle-Aquitaine;Communes peu denses;1 111
17120;Corme-Royal;Nouvelle-Aquitaine;Communes peu denses;1 805
17121;La Couarde-sur-Mer;Nouvelle-Aquitaine;Communes peu denses;1 205
17122;Coulonges;Nouvelle-Aquitaine;Communes très peu denses;246
17124;Courant;Nouvelle-Aquitaine;Communes très peu denses;407
17125;Courcelles;Nouvelle-Aquitaine;Communes peu denses;474
17126;Courcerac;Nouvelle-Aquitaine;Communes peu denses;302
17127;Courçon;Nouvelle-Aquitaine;Communes peu denses;1 757
17128;Courcoury;Nouvelle-Aquitaine;Communes peu denses;686
17129;Courpignac;Nouvelle-Aquitaine;Communes peu denses;408
17130;Coux;Nouvelle-Aquitaine;Communes peu denses;448
17131;Cozes;Nouvelle-Aquitaine;Communes peu denses;2 136
17132;Cramchaban;Nouvelle-Aquitaine;Communes peu denses;654
17133;Cravans;Nouvelle-Aquitaine;Communes peu denses;854
17134;Crazannes;Nouvelle-Aquitaine;Communes peu denses;441
17135;Cressé;Nouvelle-Aquitaine;Communes très peu denses;239
17136;Croix-Chapeau;Nouvelle-Aquitaine;Communes de densité intermédiaire;1 240
17137;La Croix-Comtesse;Nouvelle-Aquitaine;Communes très peu denses;223
17138;Dampierre-sur-Boutonne;Nouvelle-Aquitaine;Communes très peu denses;279
17139;Doeuil-sur-le-Mignon;Nouvelle-Aquitaine;Communes très peu denses;339
17140;Dolus-d'Oléron;Nouvelle-Aquitaine;Communes peu denses;3 270
17141;Dompierre-sur-Charente;Nouvelle-Aquitaine;Communes peu denses;451
17142;Dompierre-sur-Mer;Nouvelle-Aquitaine;Communes de densité intermédiaire;5 387
17143;Le Douhet;Nouvelle-Aquitaine;Communes peu denses;708
17145;Échebrune;Nouvelle-Aquitaine;Communes très peu denses;486
17146;Échillais;Nouvelle-Aquitaine;Communes peu denses;3 512
17147;Écoyeux;Nouvelle-Aquitaine;Communes peu denses;1 352
17148;Écurat;Nouvelle-Aquitaine;Communes peu denses;470
17149;Les Éduts;Nouvelle-Aquitaine;Communes très peu denses;64
17150;Les Églises-d'Argenteuil;Nouvelle-Aquitaine;Communes peu denses;520
17151;L'Éguille;Nouvelle-Aquitaine;Communes peu denses;876
17152;Épargnes;Nouvelle-Aquitaine;Communes peu denses;854
17153;Esnandes;Nouvelle-Aquitaine;Communes peu denses;2 056
17154;Les Essards;Nouvelle-Aquitaine;Communes peu denses;704
17155;Étaules;Nouvelle-Aquitaine;Communes de densité intermédiaire;2 398
17156;Expiremont;Nouvelle-Aquitaine;Communes peu denses;128
17157;Fenioux;Nouvelle-Aquitaine;Communes très peu denses;159
17158;Ferrières;Nouvelle-Aquitaine;Communes peu denses;877
17159;Fléac-sur-Seugne;Nouvelle-Aquitaine;Communes peu denses;374
17160;Floirac;Nouvelle-Aquitaine;Communes peu denses;370
17161;La Flotte;Nouvelle-Aquitaine;Communes peu denses;2 754
17162;Fontaine-Chalendray;Nouvelle-Aquitaine;Communes très peu denses;205
17163;Fontaines-d'Ozillac;Nouvelle-Aquitaine;Communes peu denses;516
17164;Fontcouverte;Nouvelle-Aquitaine;Communes peu denses;2 384
17165;Fontenet;Nouvelle-Aquitaine;Communes très peu denses;403
17166;Forges;Nouvelle-Aquitaine;Communes peu denses;1 286
17167;Le Fouilloux;Nouvelle-Aquitaine;Communes peu denses;772
17168;Fouras;Nouvelle-Aquitaine;Communes peu denses;4 046
17171;Geay;Nouvelle-Aquitaine;Communes peu denses;742
17172;Gémozac;Nouvelle-Aquitaine;Communes peu denses;2 843
17173;La Genétouze;Nouvelle-Aquitaine;Communes très peu denses;231
17174;Genouillé;Nouvelle-Aquitaine;Communes peu denses;869
17175;Germignac;Nouvelle-Aquitaine;Communes peu denses;663
17176;Gibourne;Nouvelle-Aquitaine;Communes très peu denses;112
17177;Le Gicq;Nouvelle-Aquitaine;Communes très peu denses;133
17178;Givrezac;Nouvelle-Aquitaine;Communes très peu denses;68
17179;Les Gonds;Nouvelle-Aquitaine;Communes peu denses;1 697
17180;Gourvillette;Nouvelle-Aquitaine;Communes très peu denses;93
17181;Grandjean;Nouvelle-Aquitaine;Communes très peu denses;293
17182;La Grève-sur-Mignon;Nouvelle-Aquitaine;Communes peu denses;556
17183;Grézac;Nouvelle-Aquitaine;Communes peu denses;916
17184;La Gripperie-Saint-Symphorien;Nouvelle-Aquitaine;Communes peu denses;596
17185;Le Gua;Nouvelle-Aquitaine;Communes peu denses;2 092
17186;Le Gué-d'Alleré;Nouvelle-Aquitaine;Communes peu denses;910
17187;Guitinières;Nouvelle-Aquitaine;Communes peu denses;524
17188;Haimps;Nouvelle-Aquitaine;Communes peu denses;465
17190;L'Houmeau;Nouvelle-Aquitaine;Communes de densité intermédiaire;2 842
17191;La Jard;Nouvelle-Aquitaine;Communes peu denses;416
17192;Jarnac-Champagne;Nouvelle-Aquitaine;Communes peu denses;788
17193;La Jarne;Nouvelle-Aquitaine;Communes peu denses;2 473
17194;La Jarrie;Nouvelle-Aquitaine;Communes de densité intermédiaire;3 224
17195;La Jarrie-Audouin;Nouvelle-Aquitaine;Communes très peu denses;269
17196;Jazennes;Nouvelle-Aquitaine;Communes très peu denses;531
17197;Jonzac;Nouvelle-Aquitaine;Communes peu denses;3 442
17198;Juicq;Nouvelle-Aquitaine;Communes très peu denses;288
17199;Jussas;Nouvelle-Aquitaine;Communes peu denses;145
17200;Lagord;Nouvelle-Aquitaine;Communes densément peuplées;7 100
17201;La Laigne;Nouvelle-Aquitaine;Communes peu denses;477
17202;Landes;Nouvelle-Aquitaine;Communes peu denses;610
17203;Landrais;Nouvelle-Aquitaine;Communes très peu denses;738
17204;Léoville;Nouvelle-Aquitaine;Communes peu denses;317
17205;Loire-les-Marais;Nouvelle-Aquitaine;Communes peu denses;382
17206;Loiré-sur-Nie;Nouvelle-Aquitaine;Communes très peu denses;285
17207;Loix;Nouvelle-Aquitaine;Communes peu denses;715
17208;Longèves;Nouvelle-Aquitaine;Communes peu denses;955
17209;Lonzac;Nouvelle-Aquitaine;Communes très peu denses;265
17210;Lorignac;Nouvelle-Aquitaine;Communes peu denses;487
17211;Loulay;Nouvelle-Aquitaine;Communes peu denses;777
17212;Louzignac;Nouvelle-Aquitaine;Communes peu denses;161
17213;Lozay;Nouvelle-Aquitaine;Communes très peu denses;141
17214;Luchat;Nouvelle-Aquitaine;Communes peu denses;514
17215;Lussac;Nouvelle-Aquitaine;Communes peu denses;55
17216;Lussant;Nouvelle-Aquitaine;Communes peu denses;996
17217;Macqueville;Nouvelle-Aquitaine;Communes peu denses;291
17218;Marans;Nouvelle-Aquitaine;Communes peu denses;4 517
17219;Marennes-Hiers-Brouage;Nouvelle-Aquitaine;Communes de densité intermédiaire;6 273
17220;Marignac;Nouvelle-Aquitaine;Communes très peu denses;420
17221;Marsais;Nouvelle-Aquitaine;Communes peu denses;914
17222;Marsilly;Nouvelle-Aquitaine;Communes peu denses;3 003
17223;Massac;Nouvelle-Aquitaine;Communes très peu denses;169
17224;Matha;Nouvelle-Aquitaine;Communes peu denses;2 154
17225;Les Mathes;Nouvelle-Aquitaine;Communes peu denses;1 962
17226;Mazeray;Nouvelle-Aquitaine;Communes peu denses;950
17227;Mazerolles;Nouvelle-Aquitaine;Communes très peu denses;233
17228;Médis;Nouvelle-Aquitaine;Communes peu denses;2 855
17229;Mérignac;Nouvelle-Aquitaine;Communes peu denses;222
17230;Meschers-sur-Gironde;Nouvelle-Aquitaine;Communes peu denses;3 103
17231;Messac;Nouvelle-Aquitaine;Communes peu denses;105
17232;Meursac;Nouvelle-Aquitaine;Communes peu denses;1 469
17233;Meux;Nouvelle-Aquitaine;Communes peu denses;306
17234;Migré;Nouvelle-Aquitaine;Communes très peu denses;321
17235;Migron;Nouvelle-Aquitaine;Communes peu denses;730
17236;Mirambeau;Nouvelle-Aquitaine;Communes peu denses;1 487
17237;Moëze;Nouvelle-Aquitaine;Communes peu denses;553
17239;Mons;Nouvelle-Aquitaine;Communes très peu denses;436
17240;Montendre;Nouvelle-Aquitaine;Communes peu denses;3 231
17241;Montguyon;Nouvelle-Aquitaine;Communes peu denses;1 584
17242;Montils;Nouvelle-Aquitaine;Communes peu denses;844
17243;Montlieu-la-Garde;Nouvelle-Aquitaine;Communes peu denses;1 298
17244;Montpellier-de-Médillan;Nouvelle-Aquitaine;Communes peu denses;678
17245;Montroy;Nouvelle-Aquitaine;Communes de densité intermédiaire;881
17246;Moragne;Nouvelle-Aquitaine;Communes peu denses;503
17247;Mornac-sur-Seudre;Nouvelle-Aquitaine;Communes peu denses;834
17248;Mortagne-sur-Gironde;Nouvelle-Aquitaine;Communes peu denses;911
17249;Mortiers;Nouvelle-Aquitaine;Communes peu denses;194
17250;Mosnac;Nouvelle-Aquitaine;Communes peu denses;458
17252;Le Mung;Nouvelle-Aquitaine;Communes peu denses;306
17253;Muron;Nouvelle-Aquitaine;Communes peu denses;1 332
17254;Nachamps;Nouvelle-Aquitaine;Communes très peu denses;197
17255;Nancras;Nouvelle-Aquitaine;Communes peu denses;789
17256;Nantillé;Nouvelle-Aquitaine;Communes très peu denses;326
17257;Néré;Nouvelle-Aquitaine;Communes peu denses;734
17258;Neuillac;Nouvelle-Aquitaine;Communes très peu denses;303
17259;Neulles;Nouvelle-Aquitaine;Communes très peu denses;152
17260;Neuvicq;Nouvelle-Aquitaine;Communes peu denses;437
17261;Neuvicq-le-Château;Nouvelle-Aquitaine;Communes très peu denses;333
